id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
18703078;4.248495242049359;Apartment;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;0.0;Real Bed;strict;True;NYC;Nice bedroom right in the center of East Village ! Be where the action is ! Only 2 blocks away from L train, the unit has his own private backyard. You'll share the unit with my 2 roommates (Mike - 28yo - UK & James - 27yo - UK).;2016-05-30;t;f;;2014-04-02;f;2017-05-29;40.729580396539504;-73.98313194878439;Room in East Village with backyard;East Village;8;83.0;https://a0.muscache.com/im/pictures/08da1fa3-6d00-486a-ae6f-0fb44c7d192c.jpg?aki_policy=small;10003.0;1.0;1.0;70.00000000000003
6987811;4.174387269895637;House;Private room;"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}";2;1.0;Real Bed;moderate;True;NYC;Warm 2 family home which sits on a main road. 50 feet from the bus stop, 5 minute bus ride to major subway. This property is  10min. from JFK and 25 min. from LaGuardia  Airport. 2 rooms accommodates 4  free cable, internet,breakfast an free parking. I have 2 beautiful bedrooms which are spacious. It can accommodate 2 people total. This space also can accommodate 2 additional with roll-away beds at an additional cost if needed. Full continental breakfast included: Eggs, bacon, sausage, bagels  coffee, tea,  juice and, water. The rooms include: Full access to high speed wireless internet, over 400 cable channels with all premium channels (HBO, MAX,TMC, Show Time, Starz, Epix). Also includes but not limited to: Towels, soap,  and toilet paper. Daily cleaning will be available for $20 per day if needed. There is someone always present to assist if needed. This is a very safe bright neighborhood. Also very convenient to multiple restaurant 24 hours a day. Also Pharmacy stores and gas stati;2016-01-02;t;f;;2015-10-13;f;2016-01-02;40.71151464972908;-73.76441269190225;Cozy  bright  home away from home..;Jamaica;1;80.0;https://a0.muscache.com/im/pictures/1c8b799e-4c74-4581-bd52-6cede59bfdc3.jpg?aki_policy=small;11412;1.0;1.0;64.99999999999999
18370699;5.0304379213924335;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Firm mattress""}";2;1.0;Real Bed;flexible;True;NYC;Massive centrally located, sunny, 600 sq ft apartment with:  - Train stop directly outside door - 30 minutes to Times Square - Blocks from Barclays center & Brooklyn Academy of Music - Across the street from a City Bike station  - Quick Walk to Prospect Park, Grand Army Plaza, Botanic  Gardens & Brooklyn Museum - Ideal location to explore iconic Brooklyn neighborhoods: Park Slope, Williamsburg, Dumbo, Brooklyn Heights, Clinton Hill - On same block as Brooklyn's famous BBQ: Dino BBQ Help us water our plants only once, and we will leave fresh New York bagels & cream cheese to welcome you! You can use our stovetop Italian coffee machine, toaster, microwave and a New York City guidebook, as well as reading the books on our bookshelf. We also have a 6ft long island that's ideal for a breakfast bar. We and a local contact will be available to help if you need assistance during your stay. This neighborhood is one of the safest in New York. The neighborhood is residential, family friendly and ;2017-05-22;t;t;100%;2016-06-03;f;2017-05-29;40.676966608809;-73.98239379538641;Huge and Sunny Apartment - Park Slope;Park Slope;2;100.0;https://a0.muscache.com/im/pictures/ddc3f451-0e5b-4197-b82b-ad66efbe4ca4.jpg?aki_policy=small;11215;1.0;1.0;152.9999999999997
771640;6.214608098422191;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""High chair"",""Stair gates"",""Table corner guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware""}";6;2.5;Real Bed;strict;True;SF;"-Private 3-story stand-alone house, on Dolores Park. -Beautiful View of the City. -A block from the ""J"" Church Muni-Line, 5 minute walk to BART station, and blocks away from some of the best Restaurants in San Francisco. -Dirty Clothes, no problem. Washer/Dryer in the house. -Gourmet Kitchen. -Want to just relax??? Cable T.V. and Private Back Patio at your finger tips. -Free Wifi. Named for Mission Dolores founded in 1776, San Francisco’s oldest neighborhood has some of its hottest new restaurants and galleries. neighborhoods all share a sunny outlook. Boasting some of the best weather in the city, the Mission District, takes advantage of an abundance of fog-free days. New restaurants and night spots are a draw while Mission Dolores, 16th and Dolores streets, is the oldest structure in San Francisco. Many of the city’s pioneers are buried in an adjacent cemetery. The largest concentration of murals in the city adorn buildings, fences and walls throughout the district. *J-Church Muni li";2012-10-05;t;t;100%;2012-09-10;f;2017-07-05;37.756971399101744;-122.42726962836636;Enjoy Dolores Park @ Your Doorstep!;Mission District;22;98.0;https://a0.muscache.com/im/pictures/9245180/bb301139_original.jpg?aki_policy=small;94114;3.0;3.0;499.9999999999999
17807299;5.521460917862246;Townhouse;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}";10;2.5;Real Bed;strict;True;LA;• City living! Beautiful, roomy home in downtown Pasadena, w/private 2 car attached garage that leads into the house. Rare find!  • Located off of Colorado Blvd. Colorado Blvd is Pasadena's main street, where all of the action happens. Check the map for our location!  • Many restaurants and shops only steps away from the property  • New listing: please leave us a review after staying with us! • Tall ceilings, open floor plan, and beautiful/bright natural light during the daytime  • Although centrally located, we are on a quiet side street that is only a few steps away from Colorado Blvd. This means no traffic noise from Colorado Blvd. or the 210 freeway--you get the best of both worlds and will sleep peacefully here • Extremely safe area: gated and outdoor buzzer access for increased security  • Substantial living room space, dining room, and kitchen area in one large open area. Communicate with your party while making coffee, fixing food, eating, or watching tv.   • Pergo wood and cer;2016-12-29;t;t;100%;2016-07-04;t;2017-04-09;34.14578004617304;-118.12618816489665;Great Location!! Luxurious 3BR, Downtown Pasadena!;Pasadena;8;100.0;https://a0.muscache.com/im/pictures/d0127207-afd7-4606-9ae1-08b4b318cde5.jpg?aki_policy=small;91106;3.0;6.0;249.99999999999991
13413839;4.84418708645859;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""Host greets you""}";2;1.0;Real Bed;moderate;True;NYC;The East Village offers nightlife, bars, and restaurants that keep NYC buzzing all day and night. This apartment allows direct access to all NY has to offer, and provides a quiet (yes, quiet) place to call home while you're here. It's only 1 flight of stairs, and faces a rear courtyard so the noise is typically at a minimum. It's a 1 bedroom, 1 bath with a pullout couch for additional sleeping space. If you like flash, this is not for you. If you like quiet, clean and prime location - all yours.;2017-06-29;t;t;100%;2015-11-06;f;2017-09-27;40.72981407892713;-73.98580759352956;Private 1 Bedroom in Prime East Village Location;East Village;10;100.0;https://a0.muscache.com/im/pictures/b75b178a-7965-4d03-b979-2d389c8b37d1.jpg?aki_policy=small;10003.0;1.0;2.0;126.99999999999989
15482268;5.1647859739235145;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Private entrance""}";4;1.0;Real Bed;moderate;True;LA;Summer is coming!! Chill out in our charming 1 bedroom house south of Ventura Blvd. We have a great outdoor space, perfect for relaxing. Private and surrounded by trees, yet close to all... Warner Center, shopping, Topanga Canyon and the beach! Enjoy a full kitchen, large bathroom, office and backyard. Available for weekly or monthly stays as well. Please read the complete description and House Rules before booking.  The house sleeps 2 guests comfortably. It has 1 bedroom with a queen size bed. (An additional guest or two could sleep in the guest room/office on a fold-down sofa - $20 extra/guest/night. Please request this in advance so that we can set it up for you.)  The living room has lots of comfortable seating with a wood burning fireplace. There is a TV in each room with AT&T U-verse service. The modern bathroom features a clawfoot bathtub and large shower. There is a full kitchen with stainless steel cookware and all of the utensils you'd need to cook a gourmet dinner. The kitch;2016-08-15;t;t;100%;2016-04-21;f;2017-04-24;34.164969341751004;-118.61121862931203;Mid-Century Charmer in the Hills;Woodland Hills/Warner Center;15;97.0;https://a0.muscache.com/im/pictures/fd5cbeec-d1d7-4d00-89ec-6e925f89c2e4.jpg?aki_policy=small;91364;1.0;2.0;175.00000000000006
14096583;5.010635294096256;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";6;1.0;Real Bed;strict;True;Boston;Hi! Welcome to our home! Our apartment is very clean, nicely decorated and fully equipped. This renovated unit offers modern design at a convenient location easily accessible to the T-Green line and bus service (in less than a block) to commute to BU and all the iconic places in Boston like Harvard, MIT, Fenway, Longwood Medical Area, and Downtown Boston. Welcome to Boston! We hope you enjoy your stay. This 600 square feet apartment delivers the ideal combination of a great urban location, luxury amenities, and proximity to transportation all in the heart of a vibrant neighborhood.  The place is a 2-bedroom apartment with one bath, living room and fully equipped kitchen with modern appliances (oven, stove, microwave, toaster, fridge, coffee maker, and washer/dryer in building). The master room has a queen-size bed, the second bedroom a full-size bed, and a great couch/futon in the living room to accommodate another 2 guests.   Complete List of Amenities: Living / Dining Room * Sleeper ;2017-09-09;t;f;100%;2017-09-05;f;2017-09-24;42.35104722970857;-71.13169082821399;Modern Apartment in a Great Location!;Allston-Brighton;6;100.0;https://a0.muscache.com/im/pictures/ab563f22-e223-4393-aab4-b5c36be9dbd9.jpg?aki_policy=small;02134;2.0;2.0;150.00000000000009
20946727;3.737669618283368;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",Kitchen,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}";4;1.0;Real Bed;strict;True;NYC;Sunny L-shaped studio in Brooklyn near beautiful Prospect Park. 7 min walk to Q and B trains, 10 min walk to 2 and 5 trains. The studio has one double bed, a futon and an air mattress depending on number of guests.  No parties, smoking or pets.;2016-04-02;t;t;;2010-03-06;f;2016-04-02;40.652367459858496;-73.95878181403413;Sunny and Large Brooklyn Studio;Flatbush;1;100.0;https://a0.muscache.com/im/pictures/7ded9d6a-bd59-478d-8e03-484aa44982cd.jpg?aki_policy=small;;0.0;3.0;41.999999999999986
6577316;4.8283137373023015;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private living room"",""Private entrance"",""Game console""}";4;1.0;Real Bed;strict;True;LA;2 room backhome in NoHo art district, 5min.- Universal Studios, 10min. -Hollywood/Burbank Airport, 15min. - Downtown LA. Walk to restaurants, bars, cafes, train. GREEN DISHES, NATURAL CLEANING SUPPLIES. Mostly Organic food. ALKALINE WATER DISPENSER. Brand new home with new furniture, new quartz kitchen, new stainless appliances, bbq with natural gas built in!(no propane needed). Tankless water heater so it never runs out of water. Water dispenser with alkaline water installed. Only used top of the line products inside the home. 2 tvs with rokus and over 100 channel apps. most have been logged in so you have access to netflix, hulu, hbogo, showtime anytime, wifi, area for working, and much more. you have full access to yard, bbq area, back yard sitting areas. back home. My name is Gene, and I am always available by phone or in person if you need any directions, assistance, to borrow my bicycle :)! LOCATION, LOCATION, LOCATION near to great restaurants, bars, all kinds of night life. On ;2016-02-09;t;f;100%;2015-06-18;t;2017-04-17;34.16306613600459;-118.3672343576581;NEW HOME BY UNIVERSAL STUDIOS!;North Hollywood;24;96.0;https://a0.muscache.com/im/pictures/e0339ac9-f162-4faa-b087-a9c95c95f176.jpg?aki_policy=small;91601;2.0;2.0;125.00000000000006
16535785;4.31748811353631;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}";2;1.0;Real Bed;flexible;False;NYC;One bedroom apartment with balcony in prime Astoria location available Oct 14-December 1. Gym and Laundry in building, stainless steel appliances, rooftop access with gorgeous Manhattan views, 8 minute walk to N/Q train right in between Broadway stop and 30th avenue stop. 15 minutes to Manhattan. Amazing restaurants, bars, yoga, gyms and grocery stores nearby. Great for couples!;;t;t;;2013-01-24;f;;40.76583035890464;-73.92877650098025;ASTORIA APARTMENT AVAILABLE;Astoria;0;;https://a0.muscache.com/im/pictures/101563233/767f5673_original.jpg?aki_policy=small;11106;1.0;1.0;74.99999999999997
3511883;4.174387269895637;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;Beautiful large bright bedroom for rent, includes kitchen and bathroom in a charming brownstone in Bedstuy/Stuyvesant Heights. Faces the garden in the back of the house so it's really quiet and sunny. It's like having your own studio apartment  w/ your own entrance! The space is on a classic parlor floor of a Brooklyn brownstone. It's big & bright with high ceilings. The house is on safe and quiet street in the historical part of bedstuy. I use the front of the space as my art studio and will be working there during the day in which case you will have the place to yourself at night (shared bathroom and kitchen during the day). Guests have full access to the kitchen and bathroom. There is a laundromat at the end of the street. I will be available and able to offer any help during your stay about places to eat, shopping and transportation if you wish. Otherwise you will have all the privacy you need and want. This beautiful historical part of Bedstuy has a lot of charm. With all it's bea;2016-03-20;t;t;100%;2010-07-26;f;2017-06-28;40.68471538154843;-73.93144842751047;Private room w/ bathroom & kitchen!;Bedford-Stuyvesant;14;94.0;https://a0.muscache.com/im/pictures/31efdd0f-16d0-465c-b076-f956e44b1773.jpg?aki_policy=small;11221;1.0;1.0;64.99999999999999
14524278;5.459585514144161;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo}";2;1.0;Real Bed;strict;True;LA;Charming Beach Condo 1 block from the beach in the Marina Peninsula with 1BR 1BA in Marina Del Rey  4 short blocks to Venice Pier and Washington Blvd for shops and restaurants. Bus line right out front. Free Street Parking Charming Beach Condo in the Marina Peninsula with 1BR 1BA in Marina Del Rey 1 1/2 blocks to the beach and 4 short blocks to Venice Pier and Washington Street where all your entertaining and dining needs are sure to be fulfilled. There are coffee shops, restaurants and bars up and down Washington Street. Take a nice walk up the through the Venice Canals or Boardwalk to Venice Beach/Muscle Beach. Watch the street performers and artists. Tons of unique shopping and great shops for tourist gifts. You can also take a peaceful walk through the alphabet streets in the peninsula to the jetty. Anything you could want!! Abbot Kinney is close by for some shopping as well. In the unit there is a Queen size bed, full bathroom in bedroom. Patio off bedroom to sit and enjoy a glass;2014-02-24;t;t;100%;2013-09-14;f;2017-04-29;33.97256823488423;-118.46158055236644;1BR 1BA Beach Condo Marina/Venice;Marina Del Rey;7;97.0;https://a0.muscache.com/im/pictures/150a7b51-a9f8-4c1a-bb6e-7e9ed0cd4676.jpg?aki_policy=small;90292;1.0;1.0;235.0000000000004
7075989;5.298317366548036;Apartment;Private room;"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Smoke detector"",""Safety card""}";1;1.5;Real Bed;flexible;False;SF;"Quaint room available in a 4 bedroom 1.5 bathroom apartment in the fun restaurant, bar, coffee shop, park filled neighborhood of Hayes Valley; rooftop with an amazing view great for barbecues, close to public transportation, downtown, and GG park!";;t;f;;2015-03-22;f;;37.77686600633416;-122.42781137100717;Hayes Valley Room;Hayes Valley;0;;https://a0.muscache.com/im/pictures/105771995/829b5b59_original.jpg?aki_policy=small;94102.0;1.0;1.0;199.99999999999991
591524;4.8283137373023015;Condominium;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,Iron}";2;1.0;Real Bed;flexible;True;LA;This is a resort-style condo located in an apartment complex in Valley Village/North Hollywood. It's a one bedroom with a comfy full size bed, and two couches in the living room. It is close to bars, restaurants, grocery stores, movie theaters. There is a fantastic pool and hot tub area outside. Plenty of free street parking.;;t;f;;2014-02-06;f;;34.17122878724198;-118.40979861223909;Resort-Style Condo w/ Pool & Hot tub;Valley Village;0;;https://a0.muscache.com/im/pictures/460a836b-52e8-4d9a-9aa9-75a1f53792d3.jpg?aki_policy=small;91607;1.0;1.0;125.00000000000006
17167011;3.6375861597263857;House;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;moderate;True;Chicago;There are couple  plazas just a blocks away (3 mins walking distance). A Large food super-market, McDonald's, CVS, Walgreen's, Subway, Dunkin' Donuts.. etc.There is A bar and A cafe just across the street . Almost everything you need. You will love the location. For transportation, You could take the bus 62 to downtown , which is just 2 blocks away. Also There is orange line station in 8 mins walk distance. We also offer basic supplies for guests , Quiet and private room.  mi casa es su casa ! A Large food super-market, McDonald's, CVS, Walgreen's, Subway, Dunkin' Donuts.. etc.There is A bar and A cafe just across the street . Almost everything you need. You will love the location. You could take the bus 62 to downtown , which is just 2 blocks away. Also There is orange line station in 8 mins walk distance. You could use the private room and the kitchen. Please let me know if you need anything. I will be there You could take the bus 62 to downtown , which is just 2 blocks away. Also Th;2017-03-14;t;f;100%;2016-08-13;t;2017-05-07;41.83781217763798;-87.65210869632381;Near Chinatown convenient trans free park (queen);Bridgeport;6;77.0;https://a0.muscache.com/im/pictures/1b8c992e-4a2d-4978-b28b-7be3261702b3.jpg?aki_policy=small;60608;1.0;1.0;37.99999999999999
16685374;5.298317366548036;Apartment;Private room;"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;True;NYC;1 bedroom condo in doorman building that is close to Wall St, South Street Seaport, and Charging Bull. My place is good for couples and business travelers. Good space in apt and many amenities in building such as rooftop, private gym, pool, sauna, steamroom, basketball court, etc.;;t;f;;2016-05-13;f;;40.70477218066263;-74.01072114361504;Downtown NYC condo;Financial District;0;;https://a0.muscache.com/im/pictures/11185abe-5691-497e-a9a1-d62f2ceab383.jpg?aki_policy=small;10005;1.0;1.0;199.99999999999991
16230722;4.02535169073515;Apartment;Private room;{};1;1.0;Real Bed;flexible;False;SF;Test;;t;t;;2015-03-21;t;;37.75201767234326;-122.44337910894328;Test;Twin Peaks;0;;https://a0.muscache.com/im/pictures/4e89a20d-d0b3-49d9-aa2b-23a374735d1c.jpg?aki_policy=small;94131;1.0;1.0;56.00000000000002
7789429;4.430816798843313;Apartment;Private room;"{Internet,""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}";2;1.0;Real Bed;flexible;False;SF;I am located at the beginning of Telegraph Hill, in the middle of everything, next to Washington Square Park and all of the awesome shops and restaurants the neighborhood offers.  The place is peaceful, and full of light and love.;;t;f;;2013-12-04;f;;37.80185443115976;-122.4069378835528;Good Energy apt in North Beach;Telegraph Hill;0;;https://a0.muscache.com/im/pictures/996dabcd-840b-4914-8db5-6aa94d57eb6a.jpg?aki_policy=small;94133;1.0;1.0;83.99999999999997
3998252;3.7841896339182615;House;Private room;"{Internet,""Wireless Internet"",""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";4;1.0;Real Bed;strict;True;LA;Perfect location for anyone looking to explore the hip and trendy East Side. Silverlake, Los Feliz, Downtown and Hollywood are only minutes away from this classic mission style duplex. Large room with a private bath in a friendly and warm home. House with 3 busy creative professional roommates and one small sweet dog. Animal lovers only!  The room available is private feels like your own apartment.  It has a large armoire to store all of your belongings comfortably. There is a private adjoining bathroom that comes with a shower. This is a shared space and old house with a lot of quirks and personality, if you can embrace that,  and a lot of sunlight (even in the AM) this room is perfect. Guests are welcome to park in the designated gated parking area. They may also utilize the washer and dryer on premises. Feel free to enjoy any of the 3 porches for smoking or just relaxing in the sunshine. Happy to offer guests helpful suggestions for getting around and entertaining themselves in the ;2015-06-09;t;t;100%;2013-05-05;f;2016-05-30;34.08275036302667;-118.28499413088836;Sunny Room With Private Bathroom;East Hollywood;4;95.0;https://a0.muscache.com/im/pictures/83760412/fe27843b_original.jpg?aki_policy=small;90004;1.0;1.0;44.000000000000014
12648073;5.272999558563747;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}";3;1.0;Real Bed;moderate;True;NYC;"Airy, tastefully decorated, pre-war apartment on the border of Clinton Hill and Fort Greene. Close to the G/Q and steps away from neighborhood hot spots.  Apartment is located on a quiet, family-friendly street and comfortably fits 2 (or 3). Beautiful, tasteful, and airy 1 bedroom/1 bath, located just blocks away from Fort Greene park and bustling Dekalb Avenue. Second floor walkup with 11 foot ceilings, exposed brick and a clawfoot tub. Access to high speed wireless internet, flat screen high def TV (in living room) with Apple TV and active subscriptions to Hulu and Netflix. Kitchen is stocked with condiments and includes a microwave. Bedroom features a full-size bed; 7 foot long living room couch can also double as bed for a 3rd guest. Apartment is just two blocks away from the Pratt campus and right around the corner from St. Joseph's College (bedroom actually faces out on St. Joseph's lawn). Short walking distance to the outdoor Brooklyn Flea (we highly recommend!). Terrific restau";2015-05-25;t;t;;2012-09-02;f;2017-05-29;40.69174448272583;-73.96872001240513;Charmingly Rustic Apt in Ft Greene;Clinton Hill;6;100.0;https://a0.muscache.com/im/pictures/71786575/79bb9da2_original.jpg?aki_policy=small;11205.0;1.0;1.0;195.0
12021394;4.31748811353631;Apartment;Private room;"{""Family/kid friendly""}";3;1.0;Real Bed;flexible;True;LA;Most convenient location, nice room, you will like it;;t;f;82%;2016-06-16;f;;34.06957731981598;-118.13514730908074;Atlantic time square big guessroom@;;0;;https://a0.muscache.com/im/pictures/7163f7ec-b616-4986-acc9-9a89b2486ccc.jpg?aki_policy=small;91754;1.0;2.0;74.99999999999997
16082687;4.700480365792417;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";1;1.0;Real Bed;moderate;True;SF;"Private in-law unit. No smoking. Ideal dates Sept 15-Oct 24 (+/-) Single occupancy only. No pets Private entrance Cal-King Bed  Extra Large closet (10'x14') Washer/Dryer Bathroom (shower/ tub)  Kitchenette - toaster oven, microwave, hot plate, sink, refrigerator Hardwood floors  TV/ Basic Cable/ Wi-Fi Built in Desk  Low ceiling (6'6"") but Good light  Sunny backyard (shared) Washer/Dryer  (non-coin/shared)  All Bedding, Towels, Hangers (Provided)  Weekly or Bi-monthly cleaning available (add'tl fee $50 per visit) *no smoker/no pet* single occupancy only 30day minimum stay  A little more about the house: This is a basement ""in-law"" unit on ground floor. Windows face the front garden and have good light. You can think of it similar to an east coast garden apartment (in brown stone) . Your apartment is secured with private access to your space. The space is well laid out and the furnishings allow for air/light under, making it seem more spacious. Kitchen is small but functional European st";2011-11-01;t;t;100%;2011-07-25;f;2016-03-04;37.75656890220272;-122.4326266944107;Private Studio Spacious (Sep & Oct);The Castro;14;93.0;https://a0.muscache.com/im/pictures/90b33aab-90e6-4be0-bf7e-e9bb09f4fa3a.jpg?aki_policy=small;94114;0.0;1.0;110.00000000000003
15735536;5.416100402204419;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";5;1.5;Real Bed;strict;False;NYC;"Spacious Victorian Brownstone on tree lined street in the heart of historic Park Slope, Brooklyn. Our home is situated in North Park Slope which is a charming, super safe area with an abundance of bars and top rated restaurants. You will be 5 minute walk from Prospect Park, Brooklyn Museum, Prospect Park Zoo, and Brooklyn Botanical Gardens and just 10 minutes away from BAM and the newly opened Barclays Center. Several subway lines are conveniently located. Walk to the 2/3 train or Q/B trains in 5 minutes. The Q will take you in Union Square in Manhattan in 20 minutes. The B can get you to West 4th St in the Village in the same amount of time. The 2/3 will take you to the Financial District or Tribeca in 15 minutes. The R, just one block away, takes you into the heart of SoHo. Home features 2 ""true"" full sized private bedrooms, brand new full bathroom with separate shower and tub on lower level  between bedrooms, gorgeous half bath on upper level, outside space on both levels of the dup";2013-07-25;t;f;;2013-02-08;f;2015-08-29;40.675412773713454;-73.97840000888199;Gorgeous 2 Fl Apt in1887 Brownstone;Park Slope;8;98.0;https://a0.muscache.com/im/pictures/15238779/58940bd1_original.jpg?aki_policy=small;11215;2.0;5.0;224.9999999999998
